"0x00000011E1C2D4B1",".BodyDisposalFact"
"0x0000000C3E40E1F9",".IsIKEnabled"
"0x0000001D06E565D4",".NPCAnimWrapperWeightOverride"
"0x000000097FB29193",".actionID"
"0x00000012F94FEE16",".activationSFXName"
"0x0000000FEBF3E33E",".activeDuration"
"0x0000001235CCCF1D",".activeHitDuration"
"0x000000152E6CF552",".addAxisRotationDelay"
"0x00000018D4A85503",".addAxisRotationSpeedMax"
"0x00000018E8A56A5A",".addAxisRotationSpeedMin"
"0x0000001C732DF353",".additionalAttackOnCollision"
"0x0000001B65D3C61B",".additionalAttackOnDetonate"
"0x000000108BF236DB",".adjustmentCurve"
"0x000000139BFBB8E4",".adjustmentDuration"
"0x000000117FA42842",".adjustmentRadius"
"0x000000104FEC3125",".adjustmentRange"
"0x00000015FB8F27B1",".airDeathRagdollDelay"
"0x0000000A055BE1D0",".ammoState"
"0x000000073D8D4C5E",".amount"
"0x0000000FD4B5D983",".amountOfPoints"
"0x00000010DECBCDE5",".amplitudeWeight"
"0x0000001044128C3B",".animFeatureName"
"0x0000000F3BD51434",".appearanceName"
"0x00000013DC9DF3B3",".appearanceNameMale"
"0x00000012A0A4A1BD",".applicationChance"
"0x00000012C2F0B565",".applicationTarget"
"0x0000000D1283408E",".applyToOwner"
"0x0000000E3A5DD770",".applyToWeapon"
"0x0000000F33339CB5",".attachmentSlot"
"0x00000012F86F7F67",".attackEffectDelay"
"0x000000156472F1DF",".attackEffectDuration"
"0x00000016A60411E6",".attackGameEffectDelay"
"0x00000019A59B7ECF",".attackGameEffectDuration"
"0x00000017C09D76C6",".attackPositionSlotName"
"0x0000000C192ABBDE",".attackRange"
"0x0000000EBC66613C",".attackSubtype"
"0x0000000B44F62C32",".attackType"
"0x00000013A1B6DAEC",".attackWindowClosed"
"0x0000001137380A6E",".attackWindowOpen"
"0x0000000926E3E56D",".attitude"
"0x0000000E8FBD664F",".attributeType"
"0x00000014A59DC975",".baseEmptyReloadTime"
"0x0000000F6EB3FA5E",".baseReloadTime"
"0x0000000C3892674D",".bladeLength"
"0x00000017F80B203B",".bladePositionOffsetMax"
"0x00000010492154B7",".blendInDuration"
"0x000000112AE9133C",".blendOutDuration"
"0x000000146E6D0029",".blockTransitionTime"
"0x00000009ECD41943",".bodyPart"
"0x0000001453F7D6E1",".bulletBendingFactor"
"0x0000001956EE7100",".bulletRicochetBendFactor"
"0x0000001EC46FED91",".bulletRicochetReferenceOffset"
"0x0000000D2BD39CBD",".callbackType"
"0x00000013C6E3D701",".cameraSpaceImpulse"
"0x0000000797170738",".chance"
"0x00000010E4B6543D",".characterRecord"
"0x0000000BD8C3CBD4",".chargeCost"
"0x0000000C6893DAF2",".checkForRMA"
"0x0000000A605A229B",".checkType"
"0x00000015F21DD460",".combatDefaultZOffset"
"0x00000012E5B00A3B",".comparePercentage"
"0x00000011EB47429A",".comparisonSource"
"0x00000011F2A21215",".comparisonTarget"
"0x0000000F03D91913",".comparisonType"
"0x00000012E87C3A3D",".contentAssignment"
"0x00000009177BBE2F",".cooldown"
"0x00000006CF9F769A",".count"
"0x0000001409FDE7E0",".crackLockDifficulty"
"0x0000001ABB7C3B2C",".customerInverseFilterTags"
"0x0000000EAD79FED0",".cyberwareType"
"0x0000002ACFF1E6AB",".damageBasedOnMissingHealthBonusMultiplier"
"0x0000000B03DD363F",".damageType"
"0x00000014573B356A",".deactivationSFXName"
"0x00000006F8DCB263",".delay"
"0x00000010912148A8",".delayToDetonate"
"0x0000000592221530",".desc"
"0x00000010A9E63C68",".despawnDistance"
"0x000000156CFE0719",".destroyedDamageState"
"0x0000000BD79E463F",".deviceType"
"0x00000009D6E58767",".dilation"
"0x0000000C48AC820A",".displayPlus"
"0x0000001172A9D626",".distanceRequired"
